code	plaintext	status
"391^"""	<IL>	R1038 transcription
391^CircleWithHorizontalBar	<IL>	R1038 transcription
391^^	passeport	R1038 transcription
391^_	leggen	R1038 transcription
391^o	aan	R1038 transcription
392	eeren	R1038 transcription
"392^"""	? von	R1038 transcription
392^CircleWithHorizontalBar	<IL>	R1038 transcription
392^^	pe	R1038 transcription
392^_	ler?	R1038 transcription
392^o	e	R1038 transcription
393	eeren	R1038 transcription
"393^"""	bessett	R1038 transcription
393^CircleWithHorizontalBar	de Herzogin van	R1038 transcription
393^^	pen	R1038 transcription
393^_	les	R1038 transcription
393^o	ge	R1038 transcription
394	<IL>	R1038 transcription
"394^"""	a	R1038 transcription
394^CircleWithHorizontalBar	<IL>	R1038 transcription
394^^	pens	R1038 transcription
394^_	lettre	R1038 transcription
394^o	l	R1038 transcription
395	eerse Minister	R1038 transcription
"395^"""	de	R1038 transcription
395^CircleWithHorizontalBar	de Baron van	R1038 transcription
395^^	permet/permit?	R1038 transcription
395^_	lii	R1038 transcription
395^o	om	R1038 transcription
396	effort	R1038 transcription
"396^"""	en'	R1038 transcription
396^CircleWithHorizontalBar	het Hof	R1038 transcription
396^^	persoon	R1038 transcription
396^_	lee	R1038 transcription
396^o	u	R1038 transcription
397	eigen	R1038 transcription
"397^"""	K	R1038 transcription
397^CircleWithHorizontalBar	het Hof te	R1038 transcription
397^^	persecut	R1038 transcription
397^_	<IL>	R1038 transcription
397^o	b	R1038 transcription
398	elders	R1038 transcription
"398^"""	om'	R1038 transcription
398^CircleWithHorizontalBar	het Hof van	R1038 transcription
398^^	<IL>	R1038 transcription
398^_	lis	R1038 transcription
398^o	e	R1038 transcription
399	elf	R1038 transcription
"399^"""	van	R1038 transcription
399^CircleWithHorizontalBar	Minister	R1038 transcription
399^^	piere	R1038 transcription
399^_	loi?	R1038 transcription
399^o	ge	R1038 transcription
400	elles?	R1038 transcription
"400^"""	a	R1038 transcription
400^CircleWithHorizontalBar	het Ministerie ?	R1038 transcription
400^^	<IL>	R1038 transcription
400^_	<IL>	R1038 transcription
400^o	la	R1038 transcription
401	elucidate	R1038 transcription
"401^"""	den	R1038 transcription
401^CircleWithHorizontalBar	<IL	R1038 transcription
401^^	pil/pit?	R1038 transcription
401^_	<IL>	R1038 transcription
401^o	on	R1038 transcription
402	ement	R1038 transcription
"402^"""	er	R1038 transcription
402^CircleWithHorizontalBar	de Envoye van	R1038 transcription
402^^	plainte	R1038 transcription
402^_	luc?	R1038 transcription
402^o	v	R1038 transcription
403	empechement	R1038 transcription
"403^"""	kan	R1038 transcription
403^CircleWithHorizontalBar	Resident	R1038 transcription
403^^	<IL>	R1038 transcription
403^_	lust	R1038 transcription
403^o	suivant	R1038 transcription
404	en	R1038 transcription
"404^"""	on	R1038 transcription
404^CircleWithHorizontalBar	de Agent van	R1038 transcription
404^^	pluralitat	R1038 transcription
404^_	lijk	contextual inference
404^o	surpris	R1038 transcription
405	en	R1038 transcription
"405^"""	van?	R1038 transcription
405^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
405^^	po	R1038 transcription
405^_	ma	R1038 transcription
405^o	suspen	R1038 transcription
406	ende	R1038 transcription
"406^"""	beliesen?	R1038 transcription
406^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
406^^	politique	R1038 transcription
406^_	man?	R1038 transcription
406^o	tamelÿk	R1038 transcription
407	enis	R1038 transcription
"407^"""	ben	R1038 transcription
407^CircleWithHorizontalBar	de Republicq	R1038 transcription
407^^	portes	R1038 transcription
407^_	<IL>	R1038 transcription
407^o	te	R1038 transcription
408	ente	R1038 transcription
"408^"""	ber	R1038 transcription
408^CircleWithHorizontalBar	de Staat	R1038 transcription
408^^	<IL>	R1038 transcription
408^_	mag	R1038 transcription
408^o	te geeven	R1038 transcription
409	Envoye ? ?	R1038 transcription
"409^"""	betein?	R1038 transcription
409^CircleWithHorizontalBar	haar Ho Mo	R1038 transcription
409^^	<IL>	R1038 transcription
409^_	haar Majesteit f	R1038 transcription
409^o	<IL>	R1038 transcription
410	<IL>	R1038 transcription
"410^"""	bet	R1038 transcription
410^CircleWithHorizontalBar	haar Ho Mo	R1038 transcription
410^^	a	R1038 transcription
410^_	zij	contextual inference
410^o	teer	R1038 transcription
411	<EMPTY>	R1038 transcription
"411^"""	<IL>	R1038 transcription
411^CircleWithHorizontalBar	haar Ho Mo	R1038 transcription
411^^	dat	R1038 transcription
411^_	<IL>	R1038 transcription
411^o	tegendeel	R1038 transcription
412	er	R1038 transcription
"412^"""	<IL>	R1038 transcription
412^CircleWithHorizontalBar	<IL>	R1038 transcription
412^^	ca	R1038 transcription
412^_	<IL>	R1038 transcription
412^o	tegen Partÿe	R1038 transcription
413	ere	R1038 transcription
"413^"""	<IL>	R1038 transcription
413^CircleWithHorizontalBar	<IL>	R1038 transcription
413^^	k	R1038 transcription
413^_	<IL>	R1038 transcription
413^o	teken	R1038 transcription
414	ergens	R1038 transcription
"414^"""	blam	R1038 transcription
414^CircleWithHorizontalBar	<IL>	R1038 transcription
414^^	om	R1038 transcription
414^_	<IL>	R1038 transcription
414^o	ten	R1038 transcription
415	<IL>	R1038 transcription
"415^"""	blyst?	R1038 transcription
415^CircleWithHorizontalBar	<IL>	R1038 transcription
415^^	tt	R1038 transcription
415^_	<IL>	R1038 transcription
415^o	ten eerste	R1038 transcription
416	esper	R1038 transcription
"416^"""	<IL>	R1038 transcription
416^CircleWithHorizontalBar	<IL>	R1038 transcription
416^^	a	R1038 transcription
416^_	<IL>	R1038 transcription
416^o	ten zÿ	R1038 transcription
417	est	R1038 transcription
"417^"""	bon	R1038 transcription
417^CircleWithHorizontalBar	<IL>	R1038 transcription
417^^	de	R1038 transcription
417^_	<IL>	R1038 transcription
417^o	ter	R1038 transcription
418	et	R1038 transcription
"418^"""	<IL>	R1038 transcription
418^CircleWithHorizontalBar	<IL>	R1038 transcription
418^^	er	R1038 transcription
418^_	<IL>	R1038 transcription
418^o	tes	R1038 transcription
419	et	R1038 transcription
"419^"""	brief?	R1038 transcription
419^CircleWithHorizontalBar	<IL>	R1038 transcription
419^^	kan	R1038 transcription
419^_	<IL>	R1038 transcription
419^o	tieer?	R1038 transcription
420	l' Etat	R1038 transcription
"420^"""	<IL>	R1038 transcription
420^CircleWithHorizontalBar	? Ambassadeur	R1038 transcription
420^^	on	R1038 transcription
420^_	<IL>	R1038 transcription
420^o	tÿding	R1038 transcription
421	ete	R1038 transcription
"421^"""	<IL>	R1038 transcription
421^CircleWithHorizontalBar	Minister	R1038 transcription
421^^	v	R1038 transcription
421^_	<IL>	R1038 transcription
421^o	tion	R1038 transcription
422	<IL>	R1038 transcription
"422^"""	by	R1038 transcription
422^CircleWithHorizontalBar	haar Ho: Mo Minister ?	R1038 transcription
422^^	post dag	R1038 transcription
422^_	<IL>	R1038 transcription
422^o	toc/toe?	R1038 transcription
423	Eveche?	R1038 transcription
"423^"""	by de	R1038 transcription
423^CircleWithHorizontalBar	haar Ho Mo Resident	R1038 transcription
423^^	pour?	R1038 transcription
423^_	<IL>	R1038 transcription
423^o	toestand	R1038 transcription
424	Eveque	R1038 transcription
"424^"""	by het?	R1038 transcription
424^CircleWithHorizontalBar	<IL>	R1038 transcription
424^^	<IL>	R1038 transcription
424^_	c	R1038 transcription
424^o	toonen	R1038 transcription
425	eur	R1038 transcription
"425^"""	<IL>	R1038 transcription
425^CircleWithHorizontalBar	<IL>	R1038 transcription
425^^	pre	R1038 transcription
425^_	e	R1038 transcription
425^o	tot de	R1038 transcription
426	eusse	R1038 transcription
"426^"""	cabinet	R1038 transcription
426^CircleWithHorizontalBar	<IL>	R1038 transcription
426^^	precipitatie	R1038 transcription
426^_	heeft/heest?	R1038 transcription
426^o	tot stand	R1038 transcription
427	exact	R1038 transcription
"427^"""	<IL>	R1038 transcription
427^CircleWithHorizontalBar	<IL>	R1038 transcription
427^^	prefirieren	R1038 transcription
427^_	mÿ	R1038 transcription
427^o	toute	R1038 transcription
428	Excellente?	R1038 transcription
"428^"""	<IL>	R1038 transcription
428^CircleWithHorizontalBar	<IL>	R1038 transcription
428^^	prend	R1038 transcription
428^_	ra	R1038 transcription
428^o	Tractaat van Commercie F	R1038 transcription
429	Zÿn Excess	R1038 transcription
"429^"""	<IL>	R1038 transcription
429^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
429^^	predent	R1038 transcription
429^_	ÿ	R1038 transcription
429^o	Tractaat van vreede F	R1038 transcription
430	exces?	R1038 transcription
"430^"""	<IL>	R1038 transcription
430^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
430^^	pressuren	R1038 transcription
430^_	cc	R1038 transcription
430^o	Traite D	R1038 transcription
431	<IL>	R1038 transcription
"431^"""	cause?	R1038 transcription
431^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
431^^	pretenduren	R1038 transcription
431^_	ee	R1038 transcription
431^o	Traite Offensif D	R1038 transcription
432	exp	R1038 transcription
"432^"""	ce	R1038 transcription
432^CircleWithHorizontalBar	de keizerin	R1038 transcription
432^^	pri	R1038 transcription
432^_	heid	R1038 transcription
432^o	Traite de ?	R1038 transcription
433	expeditie	R1038 transcription
"433^"""	<IL>	R1038 transcription
433^CircleWithHorizontalBar	Haar Majesteit	R1038 transcription
433^^	prins	R1038 transcription
433^_	mm?	R1038 transcription
433^o	tranquil	R1038 transcription
434	expres	R1038 transcription
"434^"""	<IL>	R1038 transcription
434^CircleWithHorizontalBar	haar Keiz Majesteit	R1038 transcription
434^^	prison	R1038 transcription
434^_	re	R1038 transcription
434^o	tre	R1038 transcription
435	<IL>	R1038 transcription
"435^"""	<IL>	R1038 transcription
435^CircleWithHorizontalBar	haar Majesteit de Keizerin van ? Rusland	R1038 transcription
435^^	probabiliteet	R1038 transcription
435^_	z	R1038 transcription
435^o	tresorerie	R1038 transcription
436	<IL>	R1038 transcription
"436^"""	cess	R1038 transcription
436^CircleWithHorizontalBar	<IL>	R1038 transcription
436^^	<EMPTY>	R1038 transcription
436^_	interpretation *	R1038 transcription
436^o	trop	R1038 transcription
437	<IL>	R1038 transcription
"437^"""	<IL>	R1038 transcription
437^CircleWithHorizontalBar	dit Hof	R1038 transcription
437^^	proche	R1038 transcription
437^_	<IL>	R1038 transcription
437^o	irreguliere Troupes F	R1038 transcription
438	<IL>	R1038 transcription
"438^"""	charo	R1038 transcription
438^CircleWithHorizontalBar	d	R1038 transcription
438^^	project	R1038 transcription
438^_	jongst	R1038 transcription
438^o	tuc?	R1038 transcription
439	<IL>	R1038 transcription
"439^"""	<IL>	R1038 transcription
439^CircleWithHorizontalBar	e	R1038 transcription
439^^	<IL>	R1038 transcription
439^_	ir	R1038 transcription
439^o	<IL>	R1038 transcription
440	<IL>	R1038 transcription
"440^"""	<EMPTY>	R1038 transcription
440^CircleWithHorizontalBar	i	R1038 transcription
440^^	propos	R1038 transcription
440^_	is	R1038 transcription
440^o	<IL>	R1038 transcription
441	<IL>	R1038 transcription
"441^"""	che	R1038 transcription
441^CircleWithHorizontalBar	mÿ	R1038 transcription
441^^	protectu? F	R1038 transcription
441^_	ite	R1038 transcription
441^o	vaardig	R1038 transcription
442	<IL>	R1038 transcription
"442^"""	ci	R1038 transcription
442^CircleWithHorizontalBar	r	R1038 transcription
442^^	<IL>	R1038 transcription
442^_	juge?	R1038 transcription
442^o	Vaisseau de querre	R1038 transcription
443	<IL>	R1038 transcription
"443^"""	ce?	R1038 transcription
443^CircleWithHorizontalBar	wel	R1038 transcription
443^^	<IL>	R1038 transcription
443^_	<IL>	R1038 transcription
443^o	valt	R1038 transcription
444	fan?	R1038 transcription
"444^"""	command	R1038 transcription
444^CircleWithHorizontalBar	daar	R1038 transcription
444^^	public	R1038 transcription
444^_	kan	R1038 transcription
444^o	van	R1038 transcription
445	fem?	R1038 transcription
"445^"""	<IL>	R1038 transcription
445^CircleWithHorizontalBar	een	R1038 transcription
445^^	puis	R1038 transcription
445^_	Keizer	contextual inference
445^o	van dit Hof	R1038 transcription
446	be	R1038 transcription
"446^"""	cemp	R1038 transcription
446^CircleWithHorizontalBar	i	R1038 transcription
446^^	<IL>	R1038 transcription
446^_	<IL>	R1038 transcription
446^o	van hier	R1038 transcription
447	e	R1038 transcription
"447^"""	<IL>	R1038 transcription
447^CircleWithHorizontalBar	mÿn	R1038 transcription
447^^	Q	R1038 transcription
447^_	kennen	R1038 transcription
447^o	van Zyn Hof	R1038 transcription
448	ge	R1038 transcription
"448^"""	cen	R1038 transcription
448^CircleWithHorizontalBar	r	R1038 transcription
448^^	<IL>	R1038 transcription
448^_	klaagen	R1038 transcription
448^o	van Zÿn Maister	R1038 transcription
449	ll	R1038 transcription
"449^"""	conclu	R1038 transcription
449^CircleWithHorizontalBar	wÿ	R1038 transcription
449^^	<IL>	R1038 transcription
449^_	komen	R1038 transcription
449^o	ve	R1038 transcription
450	p	R1038 transcription
"450^"""	contem	R1038 transcription
450^CircleWithHorizontalBar	de Keizer	R1038 transcription
450^^	que	R1038 transcription
450^_	komt	R1038 transcription
450^o	<IL>	R1038 transcription
451	van de	R1038 transcription
"451^"""	conduc	R1038 transcription
451^CircleWithHorizontalBar	de keizerin	R1038 transcription
451^^	qu'il	R1038 transcription
451^_	konnen	R1038 transcription
451^o	veins	R1038 transcription
452	bÿ	R1038 transcription
"452^"""	conferenta?	R1038 transcription
452^CircleWithHorizontalBar	zÿn Keiz Maj.t	R1038 transcription
452^^	quoique	R1038 transcription
452^_	de Koning F	R1038 transcription
452^o	venir	R1038 transcription
453	e	R1038 transcription
"453^"""	<IL>	R1038 transcription
453^CircleWithHorizontalBar	de Koning	R1038 transcription
453^^	R	R1038 transcription
453^_	de Koning von F	R1038 transcription
453^o	ver	R1038 transcription
454	h	R1038 transcription
"454^"""	<IL>	R1038 transcription
454^CircleWithHorizontalBar	de Koning van	R1038 transcription
454^^	<IL>	R1038 transcription
454^_	<IL>	R1038 transcription
454^o	verander?	R1038 transcription
455	m	R1038 transcription
"455^"""	<IL>	R1038 transcription
455^CircleWithHorizontalBar	zÿn Majesteit	R1038 transcription
455^^	<IL>	R1038 transcription
455^_	<IL>	R1038 transcription
455^o	<IL>	R1038 transcription
456	pe	R1038 transcription
"456^"""	<IL>	R1038 transcription
456^CircleWithHorizontalBar	haar Majesteit	R1038 transcription
456^^	rapport	R1038 transcription
456^_	krÿgen?	R1038 transcription
456^o	<IL>	R1038 transcription
457	ve	R1038 transcription
"457^"""	<IL>	R1038 transcription
457^CircleWithHorizontalBar	de Dauphin	R1038 transcription
457^^	ratificaren F	R1038 transcription
457^_	kunnen?	R1038 transcription
457^o	<IL>	R1038 transcription
458	eenige	R1038 transcription
"458^"""	<IL>	R1038 transcription
458^CircleWithHorizontalBar	de kroon Prins	R1038 transcription
458^^	<IL>	R1038 transcription
458^_	la	R1038 transcription
458^o	<IL>	R1038 transcription
459	<IL>	R1038 transcription
"459^"""	<IL>	R1038 transcription
459^CircleWithHorizontalBar	e	R1038 transcription
459^^	receptie F	R1038 transcription
459^_	laast?	R1038 transcription
459^o	<IL>	R1038 transcription
460	eer	R1038 transcription
"460^"""	<IL>	R1038 transcription
460^CircleWithHorizontalBar	haar kon Horgheid	R1038 transcription
460^^	reci	R1038 transcription
460^_	laat?	R1038 transcription
460^o	<IL>	R1038 transcription
461	eere	R1038 transcription
"461^"""	<IL>	R1038 transcription
461^CircleWithHorizontalBar	<IL>	R1038 transcription
461^^	reconcile	R1038 transcription
461^_	laaten	R1038 transcription
461^o	<EMPTY>	R1038 transcription
462	<IL>	R1038 transcription
"462^"""	acte	contextual inference
462^CircleWithHorizontalBar	de Prins van	R1038 transcription
462^^	recruteeren	R1038 transcription
462^_	<EMPTY>	R1038 transcription
462^o	<IL>	R1038 transcription
463	<IL>	R1038 transcription
"463^"""	<IL>	R1038 transcription
463^CircleWithHorizontalBar	de Vorst van	R1038 transcription
463^^	reden	R1038 transcription
463^_	Land Graaf	R1038 transcription
463^o	<IL>	R1038 transcription
464	<IL>	R1038 transcription
"464^"""	<IL>	R1038 transcription
464^CircleWithHorizontalBar	de Mackgraaf van	R1038 transcription
464^^	reeten?	R1038 transcription
464^_	last	R1038 transcription
464^o	<IL>	R1038 transcription
465	eerde	R1038 transcription
"465^"""	<IL>	R1038 transcription
465^CircleWithHorizontalBar	de Rid der	R1038 transcription
465^^	referrer?	R1038 transcription
465^_	le	R1038 transcription
465^o	<IL>	R1038 transcription
466	eeren	R1038 transcription
"466^"""	<IL>	R1038 transcription
466^CircleWithHorizontalBar	het Hof	R1038 transcription
466^^	<IL>	R1038 transcription
466^_	leen	R1038 transcription
466^o	<IL>	R1038 transcription
467	eeren	R1038 transcription
"467^"""	<IL>	R1038 transcription
467^CircleWithHorizontalBar	het Hof te	R1038 transcription
467^^	Reguring	R1038 transcription
467^_	lei	R1038 transcription
467^o	be	R1038 transcription
468	<IL>	R1038 transcription
"468^"""	<IL>	R1038 transcription
468^CircleWithHorizontalBar	het Hof van	R1038 transcription
468^^	Regiment	R1038 transcription
468^_	les	R1038 transcription
468^o	e	R1038 transcription
469	ef	R1038 transcription
"469^"""	<IL>	R1038 transcription
469^CircleWithHorizontalBar	eerste Minister	R1038 transcription
469^^	<IL>	R1038 transcription
469^_	les quelles?	R1038 transcription
469^o	h	R1038 transcription
470	eg	R1038 transcription
"470^"""	a	R1038 transcription
470^CircleWithHorizontalBar	het Ministerie ?	R1038 transcription
